Revenue	MarketCap	Exchange
55351.0	481776.0	NASDAQ National Market
3505000.0	795820.0	New York Stock Exchange (NYSE)
117287.0	399672.0	NASDAQ National Market
62500.0	243922.0	NASDAQ National Market
58671.0	30470.0	NASDAQ National Market
52301.0	185842.0	NASDAQ National Market
3245000.0	2522487.0	New York Stock Exchange (NYSE)
25899.0	442960.0	NASDAQ National Market
1128773.0	400926.0	NASDAQ National Market
84416.0	188922.0	NASDAQ National Market
272108.0	108536.0	New York Stock Exchange (NYSE)
678.0	241421.0	NASDAQ National Market
3000000.0	1224222.0	New York Stock Exchange (NYSE)
348100.0	5197954.0	New York Stock Exchange (NYSE)
1195815.0	758871.0	New York Stock Exchange (NYSE)
4570058.0	19634236.0	NASDAQ National Market
1672820.0	356639.0	New York Stock Exchange (NYSE)
1180684.0	266285.0	New York Stock Exchange (NYSE)
19972.0	50151.0	NASDAQ National Market
330537.0	658398.0	New York Stock Exchange (NYSE)
113571.0	1167568.0	New York Stock Exchange (NYSE)
377698.0	1081221.0	New York Stock Exchange (NYSE)
1249254.0	1586245.0	New York Stock Exchange (NYSE)
1171731.0	1497963.0	New York Stock Exchange (NYSE)
1894750.0	966376.0	New York Stock Exchange (NYSE)
37179000.0	28593122.0	New York Stock Exchange (NYSE)
18591000.0	46258417.0	New York Stock Exchange (NYSE)
3435800.0	778255.0	New York Stock Exchange (NYSE)
1496400.0	490865.0	New York Stock Exchange (NYSE)
427690.0	626591.0	New York Stock Exchange (NYSE)
6098100.0	3374135.0	New York Stock Exchange (NYSE)
1375964.0	3067047.0	New York Stock Exchange (NYSE)
2536500.0	6202856.0	New York Stock Exchange (NYSE)
3352800.0	9451692.0	New York Stock Exchange (NYSE)
265790.0	108848.0	NASDAQ National Market
320617.0	293244.0	NASDAQ National Market
3509700.0	2544211.0	New York Stock Exchange (NYSE)
1000193.0	2807551.0	New York Stock Exchange (NYSE)
324267.0	363721.0	New York Stock Exchange (NYSE)
664994.0	642953.0	NASDAQ National Market
32605.0	39802.0	NASDAQ National Market
4677700.0	676562.0	New York Stock Exchange (NYSE)
24230.0	15504.0	NASDAQ National Market
42451.0	168731.0	NASDAQ National Market
2654290.0	1468186.0	NASDAQ National Market
3253600.0	8367296.0	New York Stock Exchange (NYSE)
5995402.0	8245031.0	New York Stock Exchange (NYSE)
40443.0	69214.0	NASDAQ National Market
5926100.0	18853608.0	New York Stock Exchange (NYSE)
2674300.0	14632407.0	NASDAQ National Market
1075668.0	2401486.0	New York Stock Exchange (NYSE)
5254000.0	23373542.0	NASDAQ National Market
430489.0	223570.0	NASDAQ National Market
304157.0	768335.0	NASDAQ National Market
3172147.0	1630565.0	New York Stock Exchange (NYSE)
76302.0	215068.0	NASDAQ National Market
19204000.0	6686449.0	New York Stock Exchange (NYSE)
19329900.0	5683007.0	New York Stock Exchange (NYSE)
5146100.0	5689923.0	New York Stock Exchange (NYSE)
36459.0	28121.0	NASDAQ National Market
729912.0	371243.0	NASDAQ National Market
411475.0	165421.0	NASDAQ National Market
72210.0	37746.0	NASDAQ National Market
33375.0	126729.0	NASDAQ National Market
1764.0	19520.0	NYSE MKT
90773.0	367143.0	NASDAQ National Market
564028.0	1787848.0	NASDAQ National Market
0.0	84106.0	NASDAQ National Market
67702000.0	25401175.0	New York Stock Exchange (NYSE)
73785000.0	41062252.0	New York Stock Exchange (NYSE)
1772817.0	3188769.0	New York Stock Exchange (NYSE)
2371213.0	4438898.0	New York Stock Exchange (NYSE)
13545100.0	34709739.0	New York Stock Exchange (NYSE)
34582442.0	392581.0	NASDAQ National Market
30000000.0	74149014.0	New York Stock Exchange (NYSE)
2083660.0	2267376.0	New York Stock Exchange (NYSE)
17630300.0	37370024.0	New York Stock Exchange (NYSE)
1286485.0	4480820.0	New York Stock Exchange (NYSE)
9263863.0	18430530.0	New York Stock Exchange (NYSE)
30274000.0	102434239.0	New York Stock Exchange (NYSE)
1486400.0	2830758.0	New York Stock Exchange (NYSE)
4191549.0	4304509.0	New York Stock Exchange (NYSE)
11024486.0	20785427.0	New York Stock Exchange (NYSE)
85228000.0	258167865.0	New York Stock Exchange (NYSE)
937642.0	1491381.0	NASDAQ National Market
1513934.0	2081162.0	New York Stock Exchange (NYSE)
25782000.0	33385619.0	New York Stock Exchange (NYSE)
811799.0	937944.0	New York Stock Exchange (NYSE)
2390875.0	4884862.0	New York Stock Exchange (NYSE)
17529000.0	1245831.0	New York Stock Exchange (NYSE)
42983.0	8700.0	NASDAQ National Market
17562.0	21706.0	NASDAQ National Market
6366000.0	22064724.0	New York Stock Exchange (NYSE)
1837287.0	603396.0	New York Stock Exchange (NYSE)
364023.0	417546.0	NASDAQ National Market
764765.0	182439.0	NASDAQ National Market
30323.0	56655.0	NASDAQ National Market
4375020.0	4846443.0	NASDAQ National Market
252823.0	119725.0	NASDAQ National Market
61224.0	79957.0	NASDAQ National Market
39528000.0	10380225.0	New York Stock Exchange (NYSE)
563934.0	712572.0	NASDAQ National Market
981189.0	1322537.0	NASDAQ National Market
7636.0	11884.0	NASDAQ National Market
3869187.0	13288629.0	NASDAQ National Market
107670.0	60505.0	NASDAQ National Market
17500.0	30.0	New York Stock Exchange (NYSE)
2270734.0	3003794.0	New York Stock Exchange (NYSE)
5541000.0	22224810.0	New York Stock Exchange (NYSE)
27331.0	167268.0	NASDAQ National Market
60324.0	245748.0	NASDAQ National Market
45658.0	142255.0	NASDAQ National Market
61898.0	292706.0	NASDAQ National Market
27717.0	274193.0	NASDAQ National Market
452246.0	4078980.0	NASDAQ National Market
698756.0	206570.0	NASDAQ National Market
111839.0	7435.0	NASDAQ National Market
4607.0	49620.0	NYSE MKT
41130.0	114417.0	NASDAQ National Market
15215.0	11590.0	NASDAQ National Market
212858.0	286924.0	NASDAQ National Market
34454.0	35093.0	NASDAQ National Market
37467.0	25676.0	NASDAQ National Market
2344142.0	1756499.0	NASDAQ National Market
1239193.0	2452871.0	New York Stock Exchange (NYSE)
1213699.0	1063507.0	NASDAQ National Market
69448.0	403804.0	NASDAQ National Market
0.0	18584.0	NASDAQ National Market
28211.0	26939.0	NASDAQ National Market
996278.0	660040.0	NASDAQ National Market
3399089.0	5178794.0	New York Stock Exchange (NYSE)
693312.0	82929.0	NASDAQ National Market
115192.0	10167.0	NASDAQ National Market
430267.0	610822.0	NASDAQ National Market
14674000.0	5098361.0	New York Stock Exchange (NYSE)
19408.0	34222.0	NYSE MKT
52263.0	44609.0	NASDAQ National Market
629.0	60520.0	NASDAQ National Market
114226.0	39728.0	NASDAQ National Market
4719290.0	5584341.0	New York Stock Exchange (NYSE)
529200.0	63175.0	New York Stock Exchange (NYSE)
147200.0	666357.0	NASDAQ National Market
29688.0	21522.0	NASDAQ National Market
13476084.0	10733196.0	NASDAQ National Market
177042.0	274541.0	NASDAQ National Market
264106.0	1653570.0	New York Stock Exchange (NYSE)
1081121.0	2008235.0	NASDAQ National Market
825341.0	108096.0	NASDAQ National Market
158518.0	908140.0	NASDAQ National Market
2289412.0	19421.0	New York Stock Exchange (NYSE)
57457.0	144031.0	NYSE MKT
90490.0	2067888.0	NYSE MKT
178293.0	668272.0	NASDAQ National Market
94050.0	353883.0	NASDAQ National Market
1191176.0	238389.0	NASDAQ National Market
19263.0	157687.0	NASDAQ National Market
2455000.0	12995207.0	New York Stock Exchange (NYSE)
1594176.0	1844147.0	New York Stock Exchange (NYSE)
466904.0	322152.0	NASDAQ National Market
2304419.0	2079102.0	New York Stock Exchange (NYSE)
976505.0	590003.0	New York Stock Exchange (NYSE)
648543.0	110863.0	New York Stock Exchange (NYSE)
27936.0	12669.0	NASDAQ National Market
7767216.0	4684897.0	NASDAQ National Market
3467400.0	5968855.0	New York Stock Exchange (NYSE)
37500.0	234449.0	NASDAQ National Market
111642.0	332656.0	NASDAQ National Market
62500.0	302324.0	NASDAQ National Market
149207.0	587153.0	New York Stock Exchange (NYSE)
100826.0	319515.0	NASDAQ National Market
350000.0	867825.0	NASDAQ National Market
126809.0	426052.0	NASDAQ National Market
339469.0	1564362.0	New York Stock Exchange (NYSE)
177899.0	1328876.0	New York Stock Exchange (NYSE)
68501.0	322784.0	NASDAQ National Market
195793.0	291059.0	NASDAQ National Market
5712700.0	12872359.0	New York Stock Exchange (NYSE)
305102.0	1343606.0	New York Stock Exchange (NYSE)
1399000.0	3868257.0	NASDAQ National Market
477243.0	101562.0	New York Stock Exchange (NYSE)
1916.0	354261.0	NASDAQ National Market
603960.0	3745288.0	New York Stock Exchange (NYSE)
163179.0	184472.0	NASDAQ National Market
0.0	7555.0	NASDAQ National Market
386737.0	108364.0	NASDAQ National Market
37500.0	303501.0	NASDAQ National Market
10299000.0	3596270.0	New York Stock Exchange (NYSE)
764717.0	1923230.0	NASDAQ National Market
10390.0	185418.0	NASDAQ National Market
988370.0	549288.0	NASDAQ National Market
4071400.0	4760891.0	New York Stock Exchange (NYSE)
2577430.0	1110248.0	New York Stock Exchange (NYSE)
22304000.0	33582925.0	New York Stock Exchange (NYSE)
659600.0	113646.0	NASDAQ National Market
1088195.0	4745332.0	NASDAQ National Market
878521.0	2875361.0	NASDAQ National Market
1256190.0	6653136.0	NASDAQ National Market
4425267.0	18689163.0	NASDAQ National Market
119968.0	543569.0	NASDAQ National Market
2322382.0	2517298.0	New York Stock Exchange (NYSE)
146801000.0	240022450.0	New York Stock Exchange (NYSE)
375096.0	114419.0	NASDAQ National Market
889336.0	761127.0	NASDAQ National Market
179409.0	547699.0	NASDAQ National Market
537291.0	1024193.0	New York Stock Exchange (NYSE)
2825100.0	4009692.0	New York Stock Exchange (NYSE)
50602.0	78999.0	NASDAQ National Market
9414414.0	6322100.0	New York Stock Exchange (NYSE)
56755.0	181850.0	NASDAQ National Market
2024390.0	1985534.0	New York Stock Exchange (NYSE)
112500.0	578221.0	NASDAQ National Market
6098000.0	11673160.0	New York Stock Exchange (NYSE)
421017.0	4520084.0	New York Stock Exchange (NYSE)
6559.0	70475.0	NASDAQ National Market
104858.0	62921.0	NASDAQ National Market
60443.0	193363.0	NASDAQ National Market
9754000.0	22871512.0	NASDAQ National Market
2421200.0	4747495.0	New York Stock Exchange (NYSE)
15001000.0	47830157.0	New York Stock Exchange (NYSE)
377694.0	225087.0	New York Stock Exchange (NYSE)
2502200.0	4796224.0	New York Stock Exchange (NYSE)
2632800.0	1490596.0	New York Stock Exchange (NYSE)
42861.0	92291.0	NASDAQ National Market
489559.0	658106.0	New York Stock Exchange (NYSE)
236.0	606632.0	NASDAQ National Market
15270000.0	2560237.0	New York Stock Exchange (NYSE)
1639250.0	5745684.0	New York Stock Exchange (NYSE)
1801078.0	1934550.0	NASDAQ National Market
5350000.0	5942302.0	New York Stock Exchange (NYSE)
605573.0	1471770.0	New York Stock Exchange (NYSE)
3917200.0	6688092.0	New York Stock Exchange (NYSE)
3000000.0	4705787.0	New York Stock Exchange (NYSE)
7966674.0	25645684.0	NASDAQ National Market
2418800.0	10082808.0	New York Stock Exchange (NYSE)
14199.0	339907.0	NASDAQ National Market
283190.0	755378.0	New York Stock Exchange (NYSE)
1367835.0	227545.0	NASDAQ National Market
1452619.0	11173949.0	New York Stock Exchange (NYSE)
3278420.0	683823.0	NASDAQ National Market
654.0	148731.0	NASDAQ National Market
9716.0	53356.0	NASDAQ National Market
47247.0	428346.0	New York Stock Exchange (NYSE)
0.0	21281.0	NASDAQ National Market
5447916.0	4564017.0	New York Stock Exchange (NYSE)
277.0	188574.0	NASDAQ National Market
81956.0	258986.0	NASDAQ National Market
390862.0	903694.0	NASDAQ National Market
3286.0	74260.0	NASDAQ National Market
1888000.0	2874310.0	New York Stock Exchange (NYSE)
210109.0	169459.0	New York Stock Exchange (NYSE)
3653000.0	7973457.0	New York Stock Exchange (NYSE)
1988635.0	1326034.0	New York Stock Exchange (NYSE)
550991.0	77559.0	New York Stock Exchange (NYSE)
1027141.0	1049966.0	NASDAQ National Market
1265980.0	7547280.0	New York Stock Exchange (NYSE)
-4601.0	100235.0	NASDAQ National Market
1556017.0	8614102.0	New York Stock Exchange (NYSE)
1794492.0	5076919.0	NASDAQ National Market
1830463.0	1702117.0	New York Stock Exchange (NYSE)
327818.0	144616.0	New York Stock Exchange (NYSE)
3481914.0	265862.0	New York Stock Exchange (NYSE)
27734.0	101350.0	NASDAQ National Market
0.0	653567.0	NASDAQ National Market
205332.0	1385280.0	New York Stock Exchange (NYSE)
96280.0	92931.0	NASDAQ National Market
101751800.0	47421225.0	NASDAQ National Market
844711.0	884106.0	New York Stock Exchange (NYSE)
823.0	28018.0	NASDAQ National Market
488202.0	619309.0	NASDAQ National Market
606640.0	2602248.0	New York Stock Exchange (NYSE)
2109006.0	1361940.0	New York Stock Exchange (NYSE)
475779.0	511978.0	New York Stock Exchange (NYSE)
121750.0	339748.0	New York Stock Exchange (NYSE)
48199.0	42831.0	NASDAQ National Market
652600.0	248686.0	New York Stock Exchange (NYSE)
283.0	61122.0	NASDAQ National Market
3345.0	49884.0	NASDAQ National Market
4648200.0	4932581.0	New York Stock Exchange (NYSE)
687101.0	3122885.0	New York Stock Exchange (NYSE)
154655.0	229953.0	NASDAQ National Market
740033.0	37896.0	New York Stock Exchange (NYSE)
662719.0	1038757.0	New York Stock Exchange (NYSE)
13123929.0	2607777.0	New York Stock Exchange (NYSE)
98975000.0	42377632.0	New York Stock Exchange (NYSE)
2085623.0	867657.0	New York Stock Exchange (NYSE)
428365.0	2210220.0	New York Stock Exchange (NYSE)
0.0	153578.0	NASDAQ National Market
0.0	37365.0	NASDAQ National Market
313.0	21623.0	NASDAQ National Market
446733.0	6658302.0	NASDAQ National Market
8883.0	78060.0	NASDAQ National Market
657634.0	711725.0	NYSE ARCA
570500.0	1818221.0	New York Stock Exchange (NYSE)
124917.0	7945.0	NASDAQ National Market
703000.0	10776589.0	New York Stock Exchange (NYSE)
624678.0	300874.0	New York Stock Exchange (NYSE)
698473.0	77104.0	New York Stock Exchange (NYSE)
90640.0	339297.0	NASDAQ National Market
3457.0	58634.0	NASDAQ National Market
371319.0	1385014.0	New York Stock Exchange (NYSE)
118.0	19896.0	NASDAQ National Market
4805.0	108055.0	NASDAQ National Market
350000.0	400903.0	New York Stock Exchange (NYSE)
271634.0	381206.0	NASDAQ National Market
589669.0	635566.0	New York Stock Exchange (NYSE)
292987.0	935734.0	NASDAQ National Market
64182.0	400855.0	New York Stock Exchange (NYSE)
87780.0	124950.0	New York Stock Exchange (NYSE)
1214299.0	2781027.0	New York Stock Exchange (NYSE)
258229.0	725599.0	NASDAQ National Market
615942.0	350946.0	NASDAQ National Market
382.0	353169.0	NASDAQ National Market
45275.0	138915.0	NASDAQ National Market
1304605.0	3085443.0	New York Stock Exchange (NYSE)
4075883.0	9767856.0	NASDAQ National Market
2294533.0	1632282.0	New York Stock Exchange (NYSE)
1027447.0	5141444.0	NASDAQ National Market
0.0	406338.0	NASDAQ National Market
1772998.0	441784.0	New York Stock Exchange (NYSE)
3866295.0	7927706.0	New York Stock Exchange (NYSE)
248098.0	559541.0	New York Stock Exchange (NYSE)
617.0	22664.0	NASDAQ National Market
399300.0	3964451.0	NASDAQ National Market
4765000.0	23410828.0	New York Stock Exchange (NYSE)
2157191.0	573842.0	New York Stock Exchange (NYSE)
0.0	503891.0	NASDAQ National Market
1561372.0	9492344.0	New York Stock Exchange (NYSE)
3582.0	152376.0	NYSE MKT
0.0	27035.0	NASDAQ National Market
0.0	79553.0	NASDAQ National Market
32180000.0	14626500.0	New York Stock Exchange (NYSE)
252440.0	382609.0	New York Stock Exchange (NYSE)
630576.0	4415477.0	New York Stock Exchange (NYSE)
23231.0	25300.0	NASDAQ National Market
25171.0	115793.0	New York Stock Exchange (NYSE)
2500.0	172172.0	NASDAQ National Market
58679.0	792638.0	New York Stock Exchange (NYSE)
11444000.0	2894404.0	New York Stock Exchange (NYSE)
0.0	155866.0	NASDAQ National Market
26626.0	6933.0	NASDAQ National Market
40353.0	167103.0	NASDAQ National Market
954040.0	1627256.0	New York Stock Exchange (NYSE)
869000.0	501155.0	New York Stock Exchange (NYSE)
4357.0	82424.0	NASDAQ National Market
143310.0	132877.0	NYSE MKT
4315000.0	2469445.0	New York Stock Exchange (NYSE)
536197.0	3183813.0	New York Stock Exchange (NYSE)
93900.0	1313101.0	New York Stock Exchange (NYSE)
18338000.0	102261833.0	NASDAQ National Market
575053.0	6678476.0	NASDAQ National Market
12699411.0	2695118.0	New York Stock Exchange (NYSE)
185143.0	1085294.0	NASDAQ National Market
13240.0	407147.0	NYSE MKT
349545.0	298784.0	New York Stock Exchange (NYSE)
129441.0	2558867.0	New York Stock Exchange (NYSE)
96126.0	281329.0	New York Stock Exchange (NYSE)
486400.0	278556.0	New York Stock Exchange (NYSE)
80592.0	8232.0	New York Stock Exchange (NYSE)
22064.0	1541979.0	NASDAQ National Market
0.0	1351695.0	NASDAQ National Market
0.0	355734.0	NASDAQ National Market
0.0	29330.0	NASDAQ National Market
311083.0	2485987.0	New York Stock Exchange (NYSE)
5765300.0	809967.0	NASDAQ National Market
708366.0	87976.0	NASDAQ National Market
361825.0	2115393.0	New York Stock Exchange (NYSE)
2495.0	121718.0	NASDAQ National Market
8633000.0	4530015.0	NASDAQ National Market
258.0	13887.0	NASDAQ National Market
0.0	569644.0	NASDAQ National Market
17334.0	365401.0	NASDAQ National Market
295774.0	9034.0	New York Stock Exchange (NYSE)
741315.0	1315946.0	NASDAQ National Market
630236.0	552828.0	NASDAQ National Market
3000000.0	2877400.0	New York Stock Exchange (NYSE)
2599867.0	650721.0	New York Stock Exchange (NYSE)
8717700.0	623229.0	New York Stock Exchange (NYSE)
243624.0	1284609.0	New York Stock Exchange (NYSE)
33.0	16220.0	NASDAQ National Market
1565000.0	1656358.0	NASDAQ National Market
424002.0	362952.0	NASDAQ National Market
1908000.0	1307341.0	New York Stock Exchange (NYSE)
1547692.0	3085346.0	New York Stock Exchange (NYSE)
22830.0	141984.0	NASDAQ National Market
1613883.0	2866679.0	NASDAQ National Market
18215.0	4436717.0	NASDAQ National Market
719784.0	677889.0	NASDAQ National Market
587589.0	420377.0	New York Stock Exchange (NYSE)
26070.0	187823.0	NASDAQ National Market
13756.0	133991.0	New York Stock Exchange (NYSE)
502141.0	3085681.0	New York Stock Exchange (NYSE)
0.0	46452.0	NASDAQ National Market
919128.0	232003.0	NASDAQ National Market
7750.0	200434.0	NASDAQ National Market
163763.0	247009.0	NASDAQ National Market
228621.0	248184.0	NASDAQ National Market
1106200.0	401076.0	New York Stock Exchange (NYSE)
3000000.0	4455326.0	NASDAQ National Market
152698.0	1884852.0	NASDAQ National Market
1629.0	1289339.0	NASDAQ National Market
457374.0	293677.0	New York Stock Exchange (NYSE)
4452100.0	2797722.0	New York Stock Exchange (NYSE)
387324.0	2505768.0	New York Stock Exchange (NYSE)
1631.0	60001.0	NASDAQ National Market
3010000.0	1833763.0	New York Stock Exchange (NYSE)
1097252.0	691568.0	NASDAQ National Market
112500.0	386584.0	New York Stock Exchange (NYSE)
2856000.0	5262668.0	New York Stock Exchange (NYSE)
6085.0	97101.0	NASDAQ National Market
266057.0	4088489.0	New York Stock Exchange (NYSE)
921656.0	1866080.0	New York Stock Exchange (NYSE)
12706.0	28808.0	NYSE MKT
648.0	112818.0	NASDAQ National Market
68946.0	76121.0	NASDAQ National Market
551863.0	551264.0	New York Stock Exchange (NYSE)
941384.0	556164.0	New York Stock Exchange (NYSE)
0.0	294063.0	NASDAQ National Market
732189.0	3157318.0	NASDAQ National Market
125864.0	781359.0	NASDAQ National Market
255321.0	586338.0	New York Stock Exchange (NYSE)
5717000.0	1660454.0	New York Stock Exchange (NYSE)
1574400.0	1431373.0	New York Stock Exchange (NYSE)
373614.0	1053830.0	New York Stock Exchange (NYSE)
0.0	223341.0	NASDAQ National Market
369600.0	1315433.0	New York Stock Exchange (NYSE)
7419000.0	1484177.0	NASDAQ National Market
326500.0	3274230.0	New York Stock Exchange (NYSE)
476314.0	3776934.0	NASDAQ National Market
2610726.0	6927899.0	NASDAQ National Market
58981.0	94554.0	NYSE MKT
358153.0	176711.0	NASDAQ National Market
2403000.0	599317.0	New York Stock Exchange (NYSE)
2063500.0	8568353.0	NASDAQ National Market
1607300.0	2643440.0	New York Stock Exchange (NYSE)
8229000.0	19213835.0	New York Stock Exchange (NYSE)
15832400.0	19765232.0	New York Stock Exchange (NYSE)
2618924.0	3088515.0	New York Stock Exchange (NYSE)
1119616.0	1184717.0	New York Stock Exchange (NYSE)
560181.0	744518.0	New York Stock Exchange (NYSE)
92829.0	69687.0	NYSE MKT
102343.0	132619.0	NASDAQ National Market
2093529.0	1768672.0	NASDAQ National Market
8766226.0	44886056.0	New York Stock Exchange (NYSE)
1281856.0	50859.0	NYSE MKT
355369.0	1192198.0	NASDAQ National Market
11451000.0	4023757.0	New York Stock Exchange (NYSE)
1045977.0	2382521.0	NASDAQ National Market
2280259.0	1754283.0	NASDAQ National Market
752520.0	1383041.0	NASDAQ National Market
64552.0	322956.0	NASDAQ National Market
43601000.0	179990089.0	New York Stock Exchange (NYSE)
59092.0	157275.0	NASDAQ National Market
204250.0	974411.0	NASDAQ National Market
10088.0	4541.0	NASDAQ National Market
2990911.0	15498489.0	New York Stock Exchange (NYSE)
382559.0	635668.0	NASDAQ National Market
653587.0	2764631.0	New York Stock Exchange (NYSE)
1033204.0	589664.0	NASDAQ National Market
590.0	41819.0	NASDAQ National Market
203423.0	452293.0	New York Stock Exchange (NYSE)
67426.0	35360.0	New York Stock Exchange (NYSE)
0.0	163994.0	NASDAQ National Market
4481000.0	1436929.0	New York Stock Exchange (NYSE)
38.0	354342.0	NYSE MKT
91182.0	1508930.0	NASDAQ National Market
183915.0	964149.0	New York Stock Exchange (NYSE)
3047255.0	1108526.0	New York Stock Exchange (NYSE)
84527.0	140482.0	NASDAQ National Market
114459.0	755574.0	New York Stock Exchange (NYSE)
147981.0	1034098.0	NASDAQ National Market
217914.0	153207.0	New York Stock Exchange (NYSE)
1567400.0	1738291.0	NASDAQ National Market
644677.0	1561754.0	NASDAQ National Market
33219.0	295035.0	NASDAQ National Market
103444000.0	84333920.0	NASDAQ National Market
437271.0	1251798.0	NASDAQ National Market
392924.0	1494308.0	New York Stock Exchange (NYSE)
7588.0	330283.0	NASDAQ National Market
6148000.0	31121573.0	New York Stock Exchange (NYSE)
39449.0	316285.0	NASDAQ National Market
190592.0	1377692.0	New York Stock Exchange (NYSE)
1334900.0	10222249.0	New York Stock Exchange (NYSE)
1432297.0	1392728.0	New York Stock Exchange (NYSE)
71378.0	508666.0	New York Stock Exchange (NYSE)
261834.0	534713.0	NASDAQ National Market
2885012.0	1819004.0	New York Stock Exchange (NYSE)
122882.0	66830.0	NASDAQ National Market
1757295.0	1086980.0	New York Stock Exchange (NYSE)
1616580.0	1398423.0	New York Stock Exchange (NYSE)
837100.0	1447627.0	NASDAQ National Market
2388500.0	1230249.0	New York Stock Exchange (NYSE)
536197.0	1167831.0	New York Stock Exchange (NYSE)
133178.0	110929.0	NASDAQ National Market
1869943.0	445588.0	New York Stock Exchange (NYSE)
10660.0	302366.0	NASDAQ National Market
52107000.0	31344461.0	New York Stock Exchange (NYSE)
11381300.0	10048811.0	New York Stock Exchange (NYSE)
1071551.0	3319263.0	New York Stock Exchange (NYSE)
261560.0	94862.0	New York Stock Exchange (NYSE)
77969.0	799493.0	NASDAQ National Market
575510.0	211721.0	New York Stock Exchange (NYSE)
959891.0	681392.0	NASDAQ National Market
50937.0	222539.0	NASDAQ National Market
6961.0	29700.0	NASDAQ National Market
519.0	54689.0	NASDAQ National Market
1418600.0	1715052.0	New York Stock Exchange (NYSE)
0.0	372000.0	NASDAQ National Market
1188700.0	477445.0	New York Stock Exchange (NYSE)
4069746.0	4036288.0	New York Stock Exchange (NYSE)
88262.0	494405.0	NASDAQ National Market
0.0	343350.0	NASDAQ National Market
0.0	344050.0	NASDAQ National Market
1570100.0	2237483.0	New York Stock Exchange (NYSE)
2187338.0	388481.0	New York Stock Exchange (NYSE)
0.0	131950.0	NASDAQ National Market
322945.0	2687246.0	New York Stock Exchange (NYSE)
2459164.0	7497773.0	New York Stock Exchange (NYSE)
327604.0	543159.0	NASDAQ National Market
683010.0	173867.0	NASDAQ National Market
4832400.0	310947.0	NASDAQ National Market
544205.0	560474.0	NASDAQ National Market
78344.0	11363.0	NASDAQ National Market
1221311.0	652325.0	NASDAQ National Market
292.0	5182.0	NASDAQ National Market
9248000.0	46166096.0	NASDAQ National Market
77024.0	234959.0	NASDAQ National Market
25268000.0	58673799.0	New York Stock Exchange (NYSE)
3159000.0	13172199.0	New York Stock Exchange (NYSE)
459244.0	890034.0	New York Stock Exchange (NYSE)
1485305.0	6215408.0	New York Stock Exchange (NYSE)
207915.0	1890620.0	New York Stock Exchange (NYSE)
1180073.0	1334773.0	New York Stock Exchange (NYSE)
1516631.0	1751216.0	New York Stock Exchange (NYSE)
3582395.0	17406549.0	New York Stock Exchange (NYSE)
5122200.0	8351374.0	New York Stock Exchange (NYSE)
1399924.0	4728014.0	New York Stock Exchange (NYSE)
882734.0	2750104.0	NASDAQ National Market
529869.0	1792774.0	NASDAQ National Market
330797.0	1141882.0	NASDAQ National Market
2500981.0	3406087.0	New York Stock Exchange (NYSE)
2100609.0	2429893.0	NASDAQ National Market
1109195.0	99705.0	NASDAQ National Market
3888722.0	1853784.0	New York Stock Exchange (NYSE)
1082938.0	3291564.0	NASDAQ National Market
13781837.0	15910826.0	New York Stock Exchange (NYSE)
46539.0	41241.0	New York Stock Exchange (NYSE)
496463.0	726866.0	New York Stock Exchange (NYSE)
720815.0	3261935.0	NASDAQ National Market
9169600.0	10846045.0	New York Stock Exchange (NYSE)
0.0	48502.0	NASDAQ National Market
182946.0	19595.0	New York Stock Exchange (NYSE)
265397.0	2358560.0	NASDAQ National Market
131336.0	112578.0	NASDAQ National Market
9747000.0	25984960.0	New York Stock Exchange (NYSE)
2707115.0	13561147.0	New York Stock Exchange (NYSE)
261560.0	606165.0	New York Stock Exchange (NYSE)
670.0	112608.0	NASDAQ National Market
979683.0	1835597.0	New York Stock Exchange (NYSE)
501990.0	1222766.0	New York Stock Exchange (NYSE)
248997.0	1693340.0	NASDAQ National Market
180696.0	438415.0	NASDAQ National Market
226557.0	699755.0	New York Stock Exchange (NYSE)
1331800.0	766607.0	New York Stock Exchange (NYSE)
170139.0	48350.0	NASDAQ National Market
4296300.0	11271361.0	New York Stock Exchange (NYSE)
750000.0	755681.0	New York Stock Exchange (NYSE)
549619.0	105482.0	NASDAQ National Market
744012.0	10884291.0	New York Stock Exchange (NYSE)
750000.0	262958.0	NASDAQ National Market
490280.0	388072.0	New York Stock Exchange (NYSE)
133.0	30296.0	NYSE MKT
33.0	7083.0	NASDAQ National Market
9892.0	8095.0	NYSE MKT
3403000.0	10803677.0	NASDAQ National Market
450861.0	114790.0	NASDAQ National Market
10511000.0	24841977.0	New York Stock Exchange (NYSE)
5763000.0	12496620.0	New York Stock Exchange (NYSE)
3000000.0	3628865.0	New York Stock Exchange (NYSE)
112181.0	57178.0	NASDAQ National Market
859878.0	2582052.0	New York Stock Exchange (NYSE)
4636400.0	6785708.0	New York Stock Exchange (NYSE)
500.0	33046.0	NASDAQ National Market
1779149.0	1730828.0	New York Stock Exchange (NYSE)
62500.0	490725.0	NASDAQ National Market
2027489.0	894024.0	New York Stock Exchange (NYSE)
57125.0	65730.0	NASDAQ National Market
112500.0	395910.0	NASDAQ National Market
8863.0	28804.0	NASDAQ National Market
768348.0	1325708.0	NASDAQ National Market
2219136.0	2167751.0	NASDAQ National Market
188024.0	697787.0	NASDAQ National Market
100244.0	325029.0	New York Stock Exchange (NYSE)
76619000.0	136709005.0	New York Stock Exchange (NYSE)
143444.0	322541.0	New York Stock Exchange (NYSE)
